Unique_Tag,Tree,Distance,Transect,Tag,Species_23,X,Y,ST_21,HT_21,Notes_21,Sumbission.Id_2021,ST_22,HT_22,Notes_2022,Quad_Notes_2022,Submission.Id_2023,Status_2022,Height_2022,Notes_22,ST_23,HT_23,Notes_2023
022156_240_2.86,22156,2,240,86,ACERUB,80,55,A,5,NA,beade4f1-b31e-4572-be96-3271d0f90229,A,3.5,Clipped,942fa8d8-29b2-49c9-a557-60e90aa7f190,78f0d74e-1ac7-4ca4-a5f2-8f1274ca97db,A,3.5,Clipped,D,NA,NA
152236_120_2.8,152236,2,120,8,ACERUB,80,90,A,4,NA,3c3466ff-85ea-44b7-9a67-b354c8ef8292,A,3.5,NA,18b59b23-d311-46fd-97a0-8e1b9057bbbb,c417af87-7c95-476e-ab29-cc1419de5c14,A,3.5,NA,CFS,NA,NA
141141_120_2.102,141141,2,120,102,BETSP,80,70,P,NA,NA,NA,A,3.5,NA,4141e7fc-4311-4fa4-95f6-bdb4ad1eb738,fa0df0ee-0cf4-42c1-901e-b38664cf99d3,A,3.5,NA,A,4,NA
040979_240_2.40,40979,2,240,40,BETSP,75,52,A,2,NA,d1921711-2d45-420b-a8f6-fdd6156fef81,A,3.5,NA,0b678182-8d47-412a-896b-bab7f1839fc5,a4c0e62d-62e4-4156-a7af-a23dab5d7827,A,3.5,NA,D,NA,NA
072196_0_6.52,72196,6,0,52,TSUCAN,75,45,A,3,NA,6b0c62d4-d627-4f73-810d-ea72b4c32808,A,3.5,NA,8a0fb64b-77ef-45cb-9e02-c7bbad8086e0,8dda11c7-4547-4420-a87a-ec2324836d80,A,3.5,NA,CFS,NA,NA
091455_120_6.48,91455,6,120,48,TSUCAN,75,20,A,3,NA,e8d24a8b-60fd-4e23-972d-3866cc9e805e,A,3.5,NA,bf696ebc-ea40-4265-a788-df6e06284f16,55dcb252-7254-4f1e-a6ff-7d9e475b67bb,A,3.5,NA,D,NA,NA
040979_120_2.112,40979,2,120,112,BETSP,72,52,P,NA,NA,NA,A,3.5,BETSP,f37f6c3f-6696-446e-861d-b5ee7f13f115,da694891-3c7c-4217-bd07-dd91ca2b6f33,A,3.5,BETSP,A,4,NA
091128_120_2.32,91128,2,120,32,ACERUB,70,20,A,4,NA,506fdd5a-6854-4a70-9b90-1e17c3ccb2e2,A,3.5,NA,b5ec2967-1a48-42a0-8a15-49dc50572238,851ba3bd-0a89-45ba-b898-17c7ff04ffac,A,3.5,NA,A,4,NA
031421_0_2.30,31421,2,0,30,TSUCAN,70,5,A,3,NA,46718693-b752-4748-ac0a-b0323c53eba8,A,3.5,NA,e8779011-56e7-4c3f-86e1-2951859344eb,f0b74434-45e8-4554-9105-4ec8643ff19c,A,3.5,NA,A,3,NA
031421_120_6.104,31421,6,120,104,TSUCAN,69,18,P,NA,NA,NA,A,3.5,NA,8784e690-a7cb-4dda-ad60-7a63a89ca3b0,265a56d3-f906-48f5-8709-164978c678e9,A,3.5,NA,A,5,NA
070864_240_6.104,70864,6,240,104,ACERUB,65,35,P,NA,NA,NA,A,3.5,NA,d8af8a78-0c61-41f0-8d3c-38d0c69351eb,47f3d79c-a8eb-4e68-b970-befc813e5f13,A,14,Miss 21,D,NA,NA
021048_0_6.101,21048,6,0,101,PINSTR,65,30,P,NA,NA,NA,A,3.5,NA,efb51c7e-0dda-435a-b3fa-e6a3a63ed405,52584342-677d-4c57-af06-d5b88cc10987,A,5,NA,A,4.5,NA
091128_240_6.101,91128,6,240,101,ACERUB,60,80,P,NA,NA,NA,A,3.5,NA,6d0f49b7-205f-4a1c-ab0d-1fe6b937f33f,b14be716-3eaa-49dc-963d-49fd0e619118,A,3.5,NA,CFS,NA,NA
072196_120_2.105,72196,2,120,105,TSUCAN,60,40,P,NA,NA,NA,A,3.5,NA,8f688338-47c0-4a61-9a0b-d26d71ca9135,ec76770e-085a-4e4f-ba8a-eb0bdf6b5a9d,A,3.5,NA,D,NA,NA
081561_120_2.6,81561,2,120,6,ACERUB,55,70,A,5,NA,88a855fa-3b75-4826-8be0-160799f50e5a,A,3.5,NA,2469a6c7-99c7-4d21-90dd-f3b051fb1425,a75d8921-5ff8-40a1-95a7-42a380aab7f5,A,3.5,NA,A,5.5,NA
051094_120_6.105,51094,6,120,105,TSUCAN,55,83,P,NA,NA,NA,A,3.5,NA,48856252-e40b-42f0-9f40-6ce0b74622c5,b8b10a00-f8e4-49af-bbe5-06fdb20fc60b,A,3.5,NA,A,5,NA
120313_120_2.3,120313,2,120,3,ACERUB,54,82,A,4,NA,8891b762-627b-4523-8cb5-12de38c47ef8,A,3.5,NA,929cf0c1-461d-4b20-8b28-aaa221dab7b6,fe49893c-b3a9-4972-96cf-0d3ff75c6d6f,A,3.5,NA,D,NA,NA
072196_240_6.105,72196,6,240,105,NYSSLY,49,38,P,NA,NA,NA,A,3.5,NA,26bd2377-27a2-4f7f-a951-0c38f0229ba5,42cce858-2da5-473b-b74c-1862d48c7a2f,A,3.5,NA,D,NA,NA
040979_240_6.36,40979,6,240,36,ACERUB,48,56,A,2,NA,07cadffe-a69a-46ad-a53c-adb0f5eb6195,A,3.5,NA,0572c4e5-049f-484f-8ace-bc9874d1fbe5,53c5a560-1757-494f-b51b-5f34906678fc,A,3.5,NA,A,4,NA
091128_240_2.60,91128,2,240,60,TSUCAN,45,70,A,3,NA,c76fe36f-2609-40f4-b0f7-e79e2b814b8d,A,3.5,NA,b502635d-8a39-4284-8b7a-e36813fcbb23,9281609b-2c2f-458f-8155-0486c4353528,A,3.5,NA,A,4,NA
040979_240_6.76,40979,6,240,76,ACERUB,42,4,A,3,NA,07cadffe-a69a-46ad-a53c-adb0f5eb6195,A,3.5,NA,0572c4e5-049f-484f-8ace-bc9874d1fbe5,53c5a560-1757-494f-b51b-5f34906678fc,A,3.5,NA,D,NA,NA
070864_240_2.101,70864,2,240,101,TSUCAN,40,20,P,NA,NA,NA,A,3.5,NA,96b5e863-990e-435f-8d12-d85540f7cec2,c6c58a6a-b7ed-4e5e-ae8f-3318fb3c8a4e,A,3.5,NA,A,4,In 240_2
031421_120_2.88,31421,2,120,88,ACERUB,34,80,A,3,NA,e41dd682-84bc-4b4b-a9e2-e442afef21df,A,3.5,NA,edf16e04-b148-40a5-a66a-bb7ff75a6146,77aa4e4f-1091-436e-96fd-af1e7bae55fc,A,3.5,NA,D,NA,NA
070864_240_6.114,70864,6,240,114,TSUCAN,34,33,P,NA,NA,NA,A,3.5,NA,d8af8a78-0c61-41f0-8d3c-38d0c69351eb,b3b2b9f6-8a12-40bd-84f3-4f4a90ea86d8,A,3.5,NA,D,NA,NA
040979_120_2.106,40979,2,120,106,TSUCAN,31,70,P,NA,NA,NA,A,3.5,NA,f37f6c3f-6696-446e-861d-b5ee7f13f115,da694891-3c7c-4217-bd07-dd91ca2b6f33,A,3.5,NA,A,5,NA
191191_240_6.51,191191,6,240,51,BETSP,30,20,A,3,NA,08038d8d-dfee-4c81-b587-1693a87d6401,A,3.5,NA,275d9666-cfc4-475e-90f4-4264e3b072fb,fbc13b86-74e1-4f94-96c9-4bbb15937168,A,3.5,NA,A,4,NA
091572_0_2.25,91572,2,0,25,TSUCAN,30,40,A,3,NA,45a47993-c7c7-4c26-8867-c3973b0afed2,A,3.5,No tag,ab4089d1-6bfa-4cd3-8119-d224394ef507,2b7d626e-52b6-458a-a199-01d481de030f,A,3.5,No tag,D,NA,NA
031421_120_6.103,31421,6,120,103,TSUCAN,25,10,P,NA,NA,NA,A,3.5,NA,8784e690-a7cb-4dda-ad60-7a63a89ca3b0,265a56d3-f906-48f5-8709-164978c678e9,A,3.5,NA,D,NA,NA
"070864_240_6.118,1",70864,6,240,"118,1",TSUCAN,25,40,P,NA,NA,NA,A,3.5,NA,d8af8a78-0c61-41f0-8d3c-38d0c69351eb,b3b2b9f6-8a12-40bd-84f3-4f4a90ea86d8,A,3.5,NA,D,NA,NA
"051094_0_2.90,1",51094,2,0,"90,1",ACERUB,25,69,A,5,NA,13523dcd-1bc9-456b-bebe-3baf6acfd919,A,3.5,TSUCAN,4fe1c4c3-da4f-437a-9e7d-e2443254922f,903cb34f-3a4a-4b35-83bf-533c36bbd1c5,A,3,TSUCAN,CFS,NA,NA
040979_240_6.105,40979,6,240,105,TSUCAN,22,35,P,NA,NA,NA,A,3.5,NA,0572c4e5-049f-484f-8ace-bc9874d1fbe5,53c5a560-1757-494f-b51b-5f34906678fc,A,3.5,NA,A,4,NA
070864_240_6.119,70864,6,240,119,TSUCAN,22,39,P,NA,NA,NA,A,3.5,NA,d8af8a78-0c61-41f0-8d3c-38d0c69351eb,b3b2b9f6-8a12-40bd-84f3-4f4a90ea86d8,A,3.5,NA,D,NA,NA
072007_240_2.78,72007,2,240,78,TSUCAN,20,70,A,3,NA,343bff38-fccf-4aa4-b89e-ae1d0be56fbd,A,3.5,NA,67d3fe8c-2b74-4d46-a6c3-d0fe4d119176,96fa325b-638c-49ba-879f-4a660460a1f2,A,3.5,NA,A,3.5,NA
191191_240_6.61,191191,6,240,61,TSUCAN,20,75,A,3,No tag,08038d8d-dfee-4c81-b587-1693a87d6401,A,3.5,NA,275d9666-cfc4-475e-90f4-4264e3b072fb,fbc13b86-74e1-4f94-96c9-4bbb15937168,A,3.5,NA,A,3.5,NA
191191_0_2.87,191191,2,0,87,BETSP,13,60,A,3,NA,c5fa33f3-523f-4790-b483-bded288a66d1,A,3.5,NA,4df6da31-25cc-4750-86a6-969b08fcf852,ad63c753-174d-45ba-9de0-204bcbec6450,A,3.5,NA,A,4,NA
040979_240_2.113,40979,2,240,113,BETSP,11,11,P,NA,NA,NA,A,3.5,Bet sp,0b678182-8d47-412a-896b-bab7f1839fc5,a4c0e62d-62e4-4156-a7af-a23dab5d7827,A,3.5,Bet sp,A,6,NA
050958_0_6.101,50958,6,0,101,BETSP,10,56,P,NA,NA,NA,A,3.5,Betsp,c5f2862d-a7a2-40d9-aa11-4a2cda4c4513,dc3fd646-df70-4fb1-bf20-1a8b22bfc364,A,3.5,Betsp,D,NA,NA
191191_120_2.64,191191,2,120,64,ACERUB,8,48,A,4,NA,1646e504-1dd6-4069-b28a-7744f8a441b9,A,3.5,NA,3558c152-d252-4680-a256-95170824d1f8,a82b3784-b1d8-4a3c-9c5e-35b8a1acbb26,A,3.5,NA,D,NA,NA
091455_0_2.203,91455,2,0,203,TSUCAN,7,80,P,NA,NA,NA,A,3.5,NA,21e31bc1-6312-4af8-9147-d6b0d2d3d9b6,35d29645-c508-4a48-943a-666770853aec,A,3.5,NA,A,4.5,NA
081561_120_2.35,81561,2,120,35,ACERUB,4,19,A,4,NA,88a855fa-3b75-4826-8be0-160799f50e5a,A,3.5,NA,2469a6c7-99c7-4d21-90dd-f3b051fb1425,a75d8921-5ff8-40a1-95a7-42a380aab7f5,A,3.5,NA,D,NA,NA
340694_240_6.91,340694,6,240,91,ACERUB,2,81,A,3,NA,9b30d06b-1984-47eb-b939-9075e10762a0,A,3.5,NA,0e4e2a1e-3cba-4293-8fc2-18fb7daf0124,0ed0728c-c83b-48b5-8223-4bc32220478d,A,3.5,NA,D,NA,NA
120313_0_2.89,120313,2,0,89,ACERUB,99,16,A,4,NA,1c871d59-5a77-4ab3-918f-eb514b18da13,A,4,Pulled-remove,312c3238-1e22-470a-864f-f2bc88f86416,44f5adb0-fc3f-479e-a665-01dca8ce65d5,A,4,Pulled-remove,D,NA,NA
120313_120_6.101,120313,6,120,101,ACERUB,99,62,P,NA,NA,NA,A,4,NA,509a3a64-fd14-4e19-a933-5d93597a5bd3,f86928e3-eac6-461c-a918-6894884a8f9b,A,4,NA,A,5,NA
031421_0_2.76,31421,2,0,76,ACERUB,98,22,A,4,NA,46718693-b752-4748-ac0a-b0323c53eba8,A,4,NA,e8779011-56e7-4c3f-86e1-2951859344eb,f0b74434-45e8-4554-9105-4ec8643ff19c,A,4,NA,A,5,NA
020782_0_2.97,20782,2,0,97,ACERUB,96,5,A,3,NA,7943a28d-e071-453d-96a9-dab9e43e5922,A,4,NA,e77cfa46-a4b1-4660-9f18-d49d59510f14,3ea84760-a391-4dcc-a3e7-e1dc9086e0a7,A,4,NA,D,NA,NA
050958_240_6.39,50958,6,240,39,ACERUB,96,14,A,2,NA,e8a5199a-5d6d-4dd1-944e-7fd836601211,A,4,NA,8982e1ee-03a2-4a20-ae65-0813c2dfcd5c,4b272392-ed64-4fe7-99fb-048ebaa79e53,A,4,NA,D,NA,NA
091128_120_2.95,91128,2,120,95,ACERUB,95,21,A,4,NA,506fdd5a-6854-4a70-9b90-1e17c3ccb2e2,A,4,NA,b5ec2967-1a48-42a0-8a15-49dc50572238,851ba3bd-0a89-45ba-b898-17c7ff04ffac,A,4,NA,A,4,NA
020782_0_2.62,20782,2,0,62,BETSP,95,50,P,NA,NA,NA,A,4,NA,e77cfa46-a4b1-4660-9f18-d49d59510f14,3ea84760-a391-4dcc-a3e7-e1dc9086e0a7,A,4,NA,D,NA,NA
091455_0_2.2,91455,2,0,2,ACERUB,92,30,A,4,NA,cd376429-9fae-45dd-8657-7f1884eb7b6f,A,4,NA,21e31bc1-6312-4af8-9147-d6b0d2d3d9b6,35d29645-c508-4a48-943a-666770853aec,A,4,NA,A,4,NA
081561_120_2.8,81561,2,120,8,ACERUB,90,10,A,5,NA,88a855fa-3b75-4826-8be0-160799f50e5a,A,4,NA,2469a6c7-99c7-4d21-90dd-f3b051fb1425,a75d8921-5ff8-40a1-95a7-42a380aab7f5,A,4,NA,D,NA,NA
091128_240_2.9,91128,2,240,9,ACERUB,90,40,A,4,NA,c76fe36f-2609-40f4-b0f7-e79e2b814b8d,A,4,NA,b502635d-8a39-4284-8b7a-e36813fcbb23,9281609b-2c2f-458f-8155-0486c4353528,A,4,NA,A,3,NA
040979_120_2.120,40979,2,120,120,TSUCAN,90,99,P,NA,NA,NA,A,4,NA,f37f6c3f-6696-446e-861d-b5ee7f13f115,da694891-3c7c-4217-bd07-dd91ca2b6f33,A,4,NA,D,NA,NA
072196_120_2.44,72196,2,120,44,TSUCAN,90,88,A,3,NA,87812726-83e4-4783-99ab-6737fe8b9903,A,4,NA,8f688338-47c0-4a61-9a0b-d26d71ca9135,ec76770e-085a-4e4f-ba8a-eb0bdf6b5a9d,A,4,NA,A,4,NA
101052_120_2.90,101052,2,120,90,TSUCAN,90,4,A,2,NA,7c02494d-8de9-4d40-8903-9a81e7ecc225,A,4,NA,05066295-45e7-428a-99e3-5372ffe2fcb6,8f064888-c88c-470e-ac2b-768489cf93af,A,4,NA,D,NA,NA
061110_240_2.106,61110,2,240,106,ACERUB,89,97,P,NA,NA,NA,A,4,NA,a8c3ae8c-67c0-4255-884a-fea22c8822c2,4b289252-1a55-4a18-ae9c-ec34f4c8b81a,A,4,NA,A,5,NA
072196_120_6.103,72196,6,120,103,ACERUB,88,37,P,NA,NA,NA,A,4,NA,c1dbf75b-3d03-4d6b-a555-53586d8c9347,c7d14801-d8fc-454f-a369-1d168bc1fc6d,A,4,NA,D,NA,NA
291578_120_6.2,291578,6,120,2,ACERUB,88,77,A,4,NA,ec691453-5cae-43b4-9063-2a969be070cc,A,4,NA,17f37c19-d5db-402e-82df-ffef17142ff3,6eef4da1-ce43-466b-899f-03048d20bf8e,A,4,NA,A,7,NA
072196_120_6.104,72196,6,120,104,BETSP,88,98,P,NA,NA,NA,A,4,NA,c1dbf75b-3d03-4d6b-a555-53586d8c9347,c7d14801-d8fc-454f-a369-1d168bc1fc6d,A,4,NA,A,4.5,NA
072007_240_6.87,72007,6,240,87,TSUCAN,87,41,A,4,NA,396b5a53-d3f4-4907-9d3d-17fb3e68ac52,A,4,NA,66d05ed2-ae41-4877-8080-f21fc42e9f1f,e5f0996c-3762-429b-813c-465cf6535c13,A,4,NA,A,5,NA
031421_120_6.4,31421,6,120,4,ACERUB,85,80,A,4,NA,e2e4caa3-4d91-45a1-ae22-3b36c072213f,A,4,NA,8784e690-a7cb-4dda-ad60-7a63a89ca3b0,265a56d3-f906-48f5-8709-164978c678e9,A,4,NA,A,4.5,NA
290171_0_2.60,290171,2,0,60,ACERUB,85,75,A,4,NA,0f250d46-0af4-4e6c-8266-e81c3d31a20c,A,4,NA,9793825c-54f2-4277-a2a1-039d6997b400,64d37266-0e86-4749-8e3d-b22e7e857d8b,A,4,NA,D,NA,NA
091128_0_2.11,91128,2,0,11,ACERUB,84,70,A,4,NA,b5b1808a-457e-456f-84e6-afe2cd418896,A,4,NA,6ed23d5f-46eb-44e5-bb17-f3001be1b617,907cd501-bcde-4318-840f-1084fb643c9b,A,4,NA,A,4.5,NA
061110_240_2.15,61110,2,240,15,ACERUB,83,60,A,10,NA,fb4d158a-ea6c-4ad3-aa62-b2d12a677e30,A,4,Broken,a8c3ae8c-67c0-4255-884a-fea22c8822c2,4b289252-1a55-4a18-ae9c-ec34f4c8b81a,A,4,Broken,A,7.5,NA
291362_120_6.29,291362,6,120,29,ACERUB,82,15,A,4,NA,f1bdbc74-2806-4bfa-819a-63dbb43dd463,A,4,NA,54af5a21-0fda-4022-a4c9-a8145d182945,e55f806e-4978-4988-a7ed-e10085b8ed4d,A,4,NA,A,7,NA
051094_0_2.4,51094,2,0,4,BETSP,82,83,A,2,NA,13523dcd-1bc9-456b-bebe-3baf6acfd919,A,4,X = 72,4fe1c4c3-da4f-437a-9e7d-e2443254922f,903cb34f-3a4a-4b35-83bf-533c36bbd1c5,A,4,X = 72,D,NA,NA
241665_240_6.88,241665,6,240,88,ACERUB,81,22,A,5,NA,125f0c5e-ec0a-414f-a82e-76040882d055,A,4,NA,48d223e3-51fc-47ff-b69f-3db243bfa965,3fe4bb76-3449-4e9a-8466-38970ae2c33d,A,4,NA,D,NA,NA
141141_240_6.103,141141,6,240,103,ACERUB,80,16,P,NA,NA,NA,A,4,NA,3b66b7ae-a6a2-4ea3-8268-9426803b7d2d,aff97631-4605-49e0-8319-61e292c4b5bd,A,4,NA,D,NA,NA
190323_240_2.102,190323,2,240,102,ACERUB,80,92,P,NA,NA,NA,A,4,NA,7db5b148-076f-4125-9c19-421d877ca9f8,ff2cb73f-2177-4d2a-b384-7d3eea5be9a2,A,4,NA,D,NA,NA
072196_120_2.3,72196,2,120,3,BETSP,80,40,A,4,NA,87812726-83e4-4783-99ab-6737fe8b9903,A,4,NA,8f688338-47c0-4a61-9a0b-d26d71ca9135,ec76770e-085a-4e4f-ba8a-eb0bdf6b5a9d,A,4,NA,A,5.5,NA
021048_0_2.33,21048,2,0,33,TSUCAN,80,95,A,4,NA,422ad7e8-36a4-4b96-a52c-1cf112b92887,A,4,NA,4f837319-22fa-4d09-9882-9aae446641f5,a8edfc3d-c142-491e-9b62-7c3d65107399,A,4,NA,A,4,NA
061110_120_6.108,61110,6,120,108,TSUCAN,80,40,P,NA,NA,NA,A,4,NA,a463638e-5ee6-48c1-95b9-78d17feb2e12,1104023f-5540-43b2-8915-f4d3e60d63be,A,4,NA,A,6,NA
031421_120_2.27,31421,2,120,27,ACERUB,79,80,A,4,NA,e41dd682-84bc-4b4b-a9e2-e442afef21df,A,4,NA,edf16e04-b148-40a5-a66a-bb7ff75a6146,77aa4e4f-1091-436e-96fd-af1e7bae55fc,A,4,NA,A,4,NA
091128_0_6.102,91128,6,0,102,ACERUB,79,21,P,NA,NA,NA,A,4,NA,32437ce6-100a-4a0a-af9c-ed77b8c0b96a,d4d361d4-142e-4b87-9852-55de8fa93c9f,A,4,NA,D,NA,NA
091572_0_2.72,91572,2,0,72,ACERUB,79,34,A,8,NA,45a47993-c7c7-4c26-8867-c3973b0afed2,A,4,Broken,ab4089d1-6bfa-4cd3-8119-d224394ef507,2b7d626e-52b6-458a-a199-01d481de030f,A,4,Broken,D,NA,NA
191191_240_6.63,191191,6,240,63,BETSP,77,10,A,3,No tag,08038d8d-dfee-4c81-b587-1693a87d6401,A,4,NA,275d9666-cfc4-475e-90f4-4264e3b072fb,fbc13b86-74e1-4f94-96c9-4bbb15937168,A,4,NA,D,NA,NA
031421_120_2.110,31421,2,120,110,ACERUB,75,38,P,NA,NA,NA,A,4,NA,edf16e04-b148-40a5-a66a-bb7ff75a6146,77aa4e4f-1091-436e-96fd-af1e7bae55fc,A,4,NA,A,4,NA
072196_240_6.60,72196,6,240,60,ACERUB,73,36,A,3,NA,62054420-f656-411a-83b7-a70e2f37e622,A,4,NA,26bd2377-27a2-4f7f-a951-0c38f0229ba5,42cce858-2da5-473b-b74c-1862d48c7a2f,A,4,NA,A,7,NA
091128_0_6.71,91128,6,0,71,ACERUB,72,29,A,4,NA,3ce0b620-0637-454a-a1d9-94dbc6dd301f,A,4,NA,32437ce6-100a-4a0a-af9c-ed77b8c0b96a,d4d361d4-142e-4b87-9852-55de8fa93c9f,A,4,NA,D,NA,NA
021-48_240_6.40,021-48,6,240,40,ACERUB,70,39,A,4,NA,3b1d5bf8-0a60-4c17-95ed-257da50bfd80,A,4,NA,d67d15ca-6a20-46f8-8a8e-6a27eb2ebb97,d710d0fc-1521-473d-b453-935305e620ac,A,4,NA,A,4,NA
030043_240_2.102,30043,2,240,102,ACERUB,70,12,P,NA,NA,NA,A,4,NA,83845151-7f6c-4474-a5d4-d2998e2be4ad,da9ee28d-4cc7-42fc-92d3-a37509880227,A,4,NA,D,NA,NA
031421_240_2.83,31421,2,240,83,ACERUB,70,55,A,3,NA,b56f79dd-36a4-4a76-9e73-0e14d58dc8a4,A,4,NA,64d50d78-ac0f-4fe8-a900-c0a202922581,3d5a00db-6a59-4541-8d37-d437d1513bba,A,4,NA,D,NA,NA
061110_240_2.104,61110,2,240,104,ACERUB,70,23,P,NA,NA,NA,A,4,NA,a8c3ae8c-67c0-4255-884a-fea22c8822c2,4b289252-1a55-4a18-ae9c-ec34f4c8b81a,A,4,NA,D,NA,NA
070864_120_2.31,70864,2,120,31,ACERUB,70,65,A,3,NA,a0d73a5a-e976-4be3-b77e-8aa7df43db47,A,4,NA,31d53d2d-0a34-4881-a449-2541f03fc843,442466b7-44bb-41cb-865e-452e7d4222c7,A,4,NA,A,6.5,NA
070864_120_2.61,70864,2,120,61,ACERUB,70,75,A,4,NA,a0d73a5a-e976-4be3-b77e-8aa7df43db47,A,4,NA,31d53d2d-0a34-4881-a449-2541f03fc843,442466b7-44bb-41cb-865e-452e7d4222c7,A,4,NA,D,NA,NA
080956_120_6.66,80956,6,120,66,ACERUB,70,17,A,4,NA,9e63f0f3-4316-4217-b4d6-bdab3520dcc4,A,4,Pulled-remove,c21c8168-9dca-4447-8c02-02b7f894921a,e6c3385c-4372-448f-8945-02900c7b2b2c,A,4,Pulled-remove,CFS,NA,NA
171421_120_6.104,171421,6,120,104,ACERUB,70,30,P,NA,NA,NA,A,4,NA,2774bb51-d67d-48fa-b02d-07d13ec94261,c1658b7d-337f-4bd7-a77a-d89d43f3feea,A,4,NA,CFS,NA,NA
040979_240_6.27,40979,6,240,27,BETSP,69,80,A,3,NA,07cadffe-a69a-46ad-a53c-adb0f5eb6195,A,4,NA,0572c4e5-049f-484f-8ace-bc9874d1fbe5,53c5a560-1757-494f-b51b-5f34906678fc,A,4,NA,A,5,NA
051094_0_2.84,51094,2,0,84,TSUCAN,69,90,A,3,NA,13523dcd-1bc9-456b-bebe-3baf6acfd919,A,4,TSUCAN,4fe1c4c3-da4f-437a-9e7d-e2443254922f,903cb34f-3a4a-4b35-83bf-533c36bbd1c5,A,4,TSUCAN,A,5.5,Duplicated
281194_120_2.53,281194,2,120,53,ACERUB,68,5,A,3,NA,2c55d308-7016-47f3-89fb-ce544bf0693c,A,4,NA,af03158d-edb8-4d20-96c2-9d61ec678943,ea0c1aca-c11f-4ac7-b52b-235539c85502,A,4,NA,A,7,NA
050958_120_2.74,50958,2,120,74,TSUCAN,68,87,A,3,NA,c790d48a-ecaa-4668-a454-c8c57ab8c476,A,4,NA,6fe59555-ca96-4684-9961-1e4cf6944b5e,a842e346-4384-48f3-8da9-41b2548b9093,A,4,NA,D,NA,NA
061110_120_2.103,61110,2,120,103,ACERUB,67,79,P,NA,NA,NA,A,4,NA,0c854d8f-5e65-4923-a9d4-4dac58b33f55,5119efaa-3555-4645-82f5-60b5cb35703d,A,4,NA,A,4.5,NA
091128_0_2.21,91128,2,0,21,ACERUB,67,63,A,4,NA,b5b1808a-457e-456f-84e6-afe2cd418896,A,4,NA,6ed23d5f-46eb-44e5-bb17-f3001be1b617,907cd501-bcde-4318-840f-1084fb643c9b,A,4,NA,D,NA,NA
291362_120_6.45,291362,6,120,45,ACERUB,67,82,A,1,No tag too small,f1bdbc74-2806-4bfa-819a-63dbb43dd463,A,4,NA,54af5a21-0fda-4022-a4c9-a8145d182945,e55f806e-4978-4988-a7ed-e10085b8ed4d,A,4,NA,CFS,NA,NA
191191_0_6.62,191191,6,0,62,BETSP,67,69,A,3,NA,87deee1e-d617-4da5-86b3-5a0bf2851f45,A,4,NA,0b94aa84-809d-4f91-9581-1d75290d2f81,6be4365c-8bee-46fb-9ab5-c38a27ba43ad,A,4,NA,D,NA,NA
051094_240_2.31,51094,2,240,31,TSUCAN,67,79,A,3,NA,f61f5b6c-ec98-4a93-95cb-c493a8082c7d,A,4,NA,81b8d566-0627-48fd-85aa-fa4efb7c5d1e,7a8fb7a1-45ba-4e0b-a4f7-a064ea3d4aad,A,4,NA,D,NA,NA
190323_240_2.104,190323,2,240,104,ACERUB,65,43,P,NA,NA,NA,A,4,NA,7db5b148-076f-4125-9c19-421d877ca9f8,ff2cb73f-2177-4d2a-b384-7d3eea5be9a2,A,4,NA,D,NA,NA
091128_0_2.70,91128,2,0,70,ACERUB,63,29,A,4,NA,b5b1808a-457e-456f-84e6-afe2cd418896,A,4,NA,6ed23d5f-46eb-44e5-bb17-f3001be1b617,907cd501-bcde-4318-840f-1084fb643c9b,A,4,NA,A,4.5,NA
070864_120_2.30,70864,2,120,30,ACERUB,61,62,A,3,NA,a0d73a5a-e976-4be3-b77e-8aa7df43db47,A,4,NA,31d53d2d-0a34-4881-a449-2541f03fc843,442466b7-44bb-41cb-865e-452e7d4222c7,A,4,NA,D,NA,NA
321916_240_6.14,321916,6,240,14,ACERUB,61,33,A,5,NA,8655163e-6b29-4d35-be55-10423603d619,A,4,NA,32165df0-c73d-402e-af64-11252efce767,2736f5d5-83b2-4cf5-a0aa-30fbb2e83cc8,A,4,NA,A,5.5,NA
080438_120_6.101,80438,6,120,101,ACERUB,60,10,P,NA,NA,NA,A,4,NA,396e05d7-4ea5-4fee-b01b-de634983e537,efe66679-c75e-4e52-baf8-491c825ca6f2,A,4,NA,A,7,NA
091572_240_6.103,91572,6,240,103,ACERUB,60,75,P,NA,NA,NA,A,4,NA,98decb8c-bdb6-42cb-8b5b-2ea2b6143cf9,00c096d2-54dd-468c-8838-19c1ae88dde0,A,4,NA,A,5,NA
291362_0_2.31,291362,2,0,31,ACERUB,60,20,A,9,NA,42e723a5-0691-4626-97c6-af9cc7ca491c,A,4,NA,9d2d6903-3d45-4c7e-8d75-c4779e71c530,054b8c81-5093-4506-bb1f-33629725a59b,A,4,NA,D,NA,NA
241665_0_6.42,241665,6,0,42,ACERUB,59,93,A,5,NA,1d7a1c74-f2b2-4f6c-acbc-9471fb7045ea,A,4,Broke,4f4ffb43-a15f-438d-bcb9-6b9ad26a17e2,9ab4535c-0f26-48c9-a186-a7d55aa6b41d,A,4,Broke,CFS,NA,NA
072007_0_6.15,72007,6,0,15,ACERUB,55,10,A,4,NA,c7128c14-c20e-4e9b-a8e6-8625deb79781,A,4,NA,05791777-aeaa-4cf8-aebd-0f90764bcbf3,9f4f7cc7-e7ce-43e0-91a2-19e2d0006762,A,4,NA,A,4,NA
