Unique_Tag,Tree,Distance,Transect,Tag,Species_23,X,Y,ST_21,HT_21,Notes_21,Sumbission.Id_2021,ST_22,HT_22,Notes_2022,Quad_Notes_2022,Submission.Id_2023,Status_2022,Height_2022,Notes_22,ST_23,HT_23,Notes_2023
051094_240_2.101,51094,2,240,101,PINSTR,53,8,P,NA,NA,NA,A,7,NA,81b8d566-0627-48fd-85aa-fa4efb7c5d1e,7a8fb7a1-45ba-4e0b-a4f7-a064ea3d4aad,A,7,NA,A,9,NA
321916_0_6.7,321916,6,0,7,ACERUB,52,47,A,5,NA,4ae067c7-e2d8-42dd-92e7-9da538c42437,A,7,NA,84a51679-a320-4100-95e8-b76857dcf8fe,648a0966-d9ce-4bb2-b420-5fabaef992d3,A,7,NA,A,7,NA
120313_120_6.52,120313,6,120,52,ACERUB,51,96,A,5,NA,95fe1db1-adc2-4c47-a25b-2cbbee77e1c0,A,7,NA,509a3a64-fd14-4e19-a933-5d93597a5bd3,f86928e3-eac6-461c-a918-6894884a8f9b,A,7,NA,A,7,NA
051094_0_2.184,51094,2,0,184,PINSTR,51,37,P,NA,NA,NA,A,7,NA,4fe1c4c3-da4f-437a-9e7d-e2443254922f,903cb34f-3a4a-4b35-83bf-533c36bbd1c5,A,7,NA,CFS,NA,NA
020782_0_2.38,20782,2,0,38,ACERUB,50,12,A,4,NA,7943a28d-e071-453d-96a9-dab9e43e5922,A,7,NA,e77cfa46-a4b1-4660-9f18-d49d59510f14,3ea84760-a391-4dcc-a3e7-e1dc9086e0a7,A,7,NA,A,12,NA
031421_0_2.78,31421,2,0,78,ACERUB,50,45,A,6,NA,46718693-b752-4748-ac0a-b0323c53eba8,A,7,NA,e8779011-56e7-4c3f-86e1-2951859344eb,f0b74434-45e8-4554-9105-4ec8643ff19c,A,7,NA,D,NA,NA
"072196_120_6.47,1",72196,6,120,"47,1",ACERUB,50,10,A,6,NA,f7f44762-5d02-41ac-8b33-4869fa3a0b53,A,7,NA,c1dbf75b-3d03-4d6b-a555-53586d8c9347,c7d14801-d8fc-454f-a369-1d168bc1fc6d,A,7,NA,A,7,NA
080956_120_6.88,80956,6,120,88,ACERUB,50,40,A,7,NA,9e63f0f3-4316-4217-b4d6-bdab3520dcc4,A,7,NA,c21c8168-9dca-4447-8c02-02b7f894921a,e6c3385c-4372-448f-8945-02900c7b2b2c,A,7,NA,A,6,NA
081561_120_2.33,81561,2,120,33,ACERUB,50,80,A,6,NA,88a855fa-3b75-4826-8be0-160799f50e5a,A,7,NA,2469a6c7-99c7-4d21-90dd-f3b051fb1425,a75d8921-5ff8-40a1-95a7-42a380aab7f5,A,7,NA,D,NA,NA
091128_120_2.3,91128,2,120,3,ACERUB,50,86,A,6,NA,506fdd5a-6854-4a70-9b90-1e17c3ccb2e2,A,7,NA,b5ec2967-1a48-42a0-8a15-49dc50572238,851ba3bd-0a89-45ba-b898-17c7ff04ffac,A,7,NA,A,7,NA
091572_0_2.94,91572,2,0,94,ACERUB,50,60,A,6,NA,45a47993-c7c7-4c26-8867-c3973b0afed2,A,7,NA,ab4089d1-6bfa-4cd3-8119-d224394ef507,2b7d626e-52b6-458a-a199-01d481de030f,A,7,NA,A,6.5,Y=67
240769_120_2.24,240769,2,120,24,ACERUB,50,7,A,5,NA,0863c2d0-a720-428b-9420-af0d973c14f4,A,7,NA,72beb923-68bb-4ab9-a53f-2fdf7a7b72e9,44bc0ea4-bf71-442d-b14e-f0e306688ad1,A,7,NA,A,12,NA
260982_120_2.75,260982,2,120,75,ACERUB,50,50,A,5,NA,63ce88ff-1189-4527-95ab-16dcc83ee0bb,A,7,NA,170cf97a-9d9d-4fe0-b9ed-84068da8a21d,ad3923d6-e574-470f-b793-49e221f488a4,A,7,NA,D,NA,NA
281194_0_6.101,281194,6,0,101,ACERUB,50,97,P,NA,NA,NA,A,7,NA,791d70a6-b0ed-4ecb-90a6-bb21f2bb1e92,ba060afd-5aff-4aeb-ad26-81eb2f9e3730,A,7,NA,A,7,NA
051094_0_2.111,51094,2,0,111,PINSTR,50,4,P,NA,NA,NA,A,7,NA,4fe1c4c3-da4f-437a-9e7d-e2443254922f,903cb34f-3a4a-4b35-83bf-533c36bbd1c5,A,7,NA,A,8.5,NA
072007_120_2.15,72007,2,120,15,ACERUB,49,63,A,5,NA,a61b37ea-c5c6-464b-9278-8f838f51f0c8,A,7,NA,42c53222-121c-4117-a0cb-ddd76905e6ac,bfb350ad-6e87-467a-bc96-36586797607e,A,7,NA,A,8,NA
260982_240_6.56,260982,6,240,56,ACERUB,49,82,A,4,NA,0645e696-12e6-434b-9ded-9674420cd1ef,A,7,NA,4a7d3750-b8df-4e02-b305-cd22a7325df9,57642057-80fb-4708-ae3c-7534308b03ed,A,7,NA,D,NA,NA
040979_120_2.111,40979,2,120,111,PINSTR,49,57,P,NA,NA,NA,A,7,NA,f37f6c3f-6696-446e-861d-b5ee7f13f115,da694891-3c7c-4217-bd07-dd91ca2b6f33,A,7,NA,A,8,NA
070864_120_2.83,70864,2,120,83,TSUCAN,49,22,A,3,NA,a0d73a5a-e976-4be3-b77e-8aa7df43db47,A,7,NA,31d53d2d-0a34-4881-a449-2541f03fc843,442466b7-44bb-41cb-865e-452e7d4222c7,A,7,NA,D,NA,NA
031421_0_2.91,31421,2,0,91,ACERUB,48,11,A,6,NA,46718693-b752-4748-ac0a-b0323c53eba8,A,7,NA,e8779011-56e7-4c3f-86e1-2951859344eb,f0b74434-45e8-4554-9105-4ec8643ff19c,A,7,NA,A,7.5,NA
051094_120_6.35,51094,6,120,35,ACERUB,48,60,A,5,NA,1e4a266c-7d87-4c43-af86-876659f249a2,A,7,NA,48856252-e40b-42f0-9f40-6ce0b74622c5,b8b10a00-f8e4-49af-bbe5-06fdb20fc60b,A,7,NA,A,7,NA
152236_240_2.9,152236,2,240,9,ACERUB,48,65,A,5,NA,44c03914-5a39-4c56-99bc-88fad2c3cd3c,A,7,Y = 75,6a10e50e-6022-471f-83b2-8fbba237013e,1fa30ece-9bfe-423a-af0d-78812e44c4f2,A,7,Y = 75,A,10,NA
031421_240_6.103,31421,6,240,103,PINSTR,48,93,P,NA,NA,NA,A,7,For sure recruit,deae31ca-8aa3-46a5-a4bf-3eeadb19fe2c,d696046c-6c90-4841-b99d-2460bc124795,A,7,For sure recruit,A,7,NA
072196_0_2.14,72196,2,0,14,ACERUB,47,60,A,7,NA,a7064cdb-cf0e-474e-8724-da8f17484b12,A,7,NA,f13e70cb-9a7b-40c7-887b-5bce813d2b07,60020b5f-0253-41b5-9dd9-6fac7e2f8da3,A,7,NA,D,NA,NA
120313_0_6.76,120313,6,0,76,ACERUB,46,10,A,5,NA,85f3870b-0207-4d8a-ace6-37acbccbe914,A,7,NA,8196871e-9fd2-44f9-9bc1-07efd8a0526f,384370f5-d4a2-4772-bdaa-25005ba104f2,A,7,NA,A,8,NA
091128_0_6.50,91128,6,0,50,ACERUB,45,21,A,6,NA,3ce0b620-0637-454a-a1d9-94dbc6dd301f,A,7,NA,32437ce6-100a-4a0a-af9c-ed77b8c0b96a,d4d361d4-142e-4b87-9852-55de8fa93c9f,A,7,NA,A,6,NA
091128_120_2.22,91128,2,120,22,ACERUB,45,3,A,7,NA,506fdd5a-6854-4a70-9b90-1e17c3ccb2e2,A,7,NA,b5ec2967-1a48-42a0-8a15-49dc50572238,851ba3bd-0a89-45ba-b898-17c7ff04ffac,A,7,NA,A,7.5,NA
091572_0_6.66,91572,6,0,66,ACERUB,45,26,A,7,NA,d39eb725-f4ff-46e3-ab60-ce50df006c32,A,7,NA,d6934e6c-505c-49dc-a8da-eb2ef6835aec,996b3fdc-ea20-418b-81ec-104fa082fa89,A,7,NA,D,NA,NA
151940_240_6.54,151940,6,240,54,ACERUB,45,10,A,7,NA,43bc568d-5cfa-4fea-b584-78a12e6175e4,A,7,NA,f2abc2df-d678-44dc-bb45-8dfb7c61afbf,4ab62bfb-4280-4b0c-a0f2-a598ff699c75,A,7,NA,A,5,NA
241665_120_6.11,241665,6,120,11,ACERUB,45,6,A,7,NA,a2c1f60b-b6dd-4d09-88ed-b102c0b4e162,A,7,NA,b500690e-0116-4ed6-921f-676c2431d8c1,7b450fb5-5589-4cdf-9113-5b57caeee049,A,7,NA,A,8,NA
291578_240_2.99,291578,2,240,99,ACERUB,45,53,A,6,NA,5adea748-9b39-44be-a75c-58922a327493,A,7,NA,95d86f85-a6bc-4c50-ba0b-cce5d1179742,547ffdee-9c45-4323-804d-bcf462231d79,A,7,NA,A,9,NA
290171_120_2.101,290171,2,120,101,PINSTR,45,98,P,NA,NA,NA,A,7,NA,7e128ba3-f21e-4b9e-bb7b-3c2c9995b28c,6568f523-1fc3-4bda-a57a-f2f2f3ce1d72,A,7,NA,A,10,NA
091455_0_2.70,91455,2,0,70,ACERUB,44,51,A,6,NA,cd376429-9fae-45dd-8657-7f1884eb7b6f,A,7,NA,21e31bc1-6312-4af8-9147-d6b0d2d3d9b6,35d29645-c508-4a48-943a-666770853aec,A,7,NA,A,8,NA
072196_120_6.7,72196,6,120,7,ACERUB,43,29,A,5,NA,f7f44762-5d02-41ac-8b33-4869fa3a0b53,A,7,NA,c1dbf75b-3d03-4d6b-a555-53586d8c9347,c7d14801-d8fc-454f-a369-1d168bc1fc6d,A,7,NA,A,9.5,NA
201215_240_6.20,201215,6,240,20,ACERUB,43,72,A,5,NA,fe1cf53f-0e49-4ffe-9623-5c869b6fe424,A,7,NA,5baea3e9-0c42-4ece-bb4f-0c484b342c50,060016ff-393f-418c-99c0-44f6328a5f8f,A,7,NA,A,8,NA
291362_120_2.69,291362,2,120,69,ACERUB,43,21,A,4,NA,eff1ff2d-cbdc-465f-b3a6-27a21132dd3a,A,7,NA,ea302f01-5b94-4f81-8153-9c5e562a6fdc,c7a20c22-daf1-419d-96ca-10320e8fadbb,A,7,NA,CFS,NA,NA
352237_120_6.11,352237,6,120,11,ACERUB,43,35,A,7,NA,f1ae7735-93dc-4ac3-a82d-da56540c9422,A,7,NA,06bca725-30b9-444e-912c-57aae0ee1f09,0a83ac2a-818f-40a3-afa2-019656f00b19,A,7,NA,CFS,NA,NA
061110_120_6.87,61110,6,120,87,ACERUB,41,90,A,4,NA,0992e00d-fdba-46df-bb9b-fe1822c5936f,A,7,NA,a463638e-5ee6-48c1-95b9-78d17feb2e12,1104023f-5540-43b2-8915-f4d3e60d63be,A,7,NA,D,NA,NA
031421_0_2.105,31421,2,0,105,PINSTR,41,23,P,NA,NA,NA,A,7,For sure recruit,e8779011-56e7-4c3f-86e1-2951859344eb,f0b74434-45e8-4554-9105-4ec8643ff19c,A,6,NA,A,6,NA
021048_0_2.20,21048,2,0,20,ACERUB,40,15,A,4,NA,422ad7e8-36a4-4b96-a52c-1cf112b92887,A,7,NA,4f837319-22fa-4d09-9882-9aae446641f5,a8edfc3d-c142-491e-9b62-7c3d65107399,A,7,NA,D,NA,NA
022156_240_6.14,22156,6,240,14,ACERUB,40,58,A,5,NA,3f2904dc-83d9-4e37-b0cc-b7b222da0d8f,A,7,NA,f85e80b4-82be-4d24-b1c9-032c1bd83a86,1d28e41d-5326-4951-b045-e726b6efdbd3,A,7,NA,A,8,NA
031421_0_2.72,31421,2,0,72,ACERUB,40,12,A,6,NA,46718693-b752-4748-ac0a-b0323c53eba8,A,7,NA,e8779011-56e7-4c3f-86e1-2951859344eb,f0b74434-45e8-4554-9105-4ec8643ff19c,A,7,NA,A,6,NA
070864_0_2.54,70864,2,0,54,ACERUB,40,65,A,5,NA,30d47b4b-90ce-4245-9d77-44e10af99af5,A,7,NA,a6a64eb8-eb27-436a-ac5c-4d2465f81d28,5fc8fcff-ebb3-45b1-a3bb-ea71671f9543,A,7,NA,CFS,NA,NA
072196_0_2.62,72196,2,0,62,ACERUB,40,13,A,5,NA,a7064cdb-cf0e-474e-8724-da8f17484b12,A,7,NA,f13e70cb-9a7b-40c7-887b-5bce813d2b07,60020b5f-0253-41b5-9dd9-6fac7e2f8da3,A,7,NA,A,9.5,NA
080956_120_6.68,80956,6,120,68,ACERUB,40,15,A,5,NA,9e63f0f3-4316-4217-b4d6-bdab3520dcc4,A,7,NA,c21c8168-9dca-4447-8c02-02b7f894921a,e6c3385c-4372-448f-8945-02900c7b2b2c,A,7,NA,A,13,NA
091128_0_2.67,91128,2,0,67,ACERUB,40,50,A,5,NA,b5b1808a-457e-456f-84e6-afe2cd418896,A,7,NA,6ed23d5f-46eb-44e5-bb17-f3001be1b617,907cd501-bcde-4318-840f-1084fb643c9b,A,7,NA,A,8,NA
091128_0_6.58,91128,6,0,58,ACERUB,40,28,A,5,NA,3ce0b620-0637-454a-a1d9-94dbc6dd301f,A,7,NA,32437ce6-100a-4a0a-af9c-ed77b8c0b96a,d4d361d4-142e-4b87-9852-55de8fa93c9f,A,7,NA,A,8,NA
091128_120_2.68,91128,2,120,68,ACERUB,40,35,A,6,NA,506fdd5a-6854-4a70-9b90-1e17c3ccb2e2,A,7,NA,b5ec2967-1a48-42a0-8a15-49dc50572238,851ba3bd-0a89-45ba-b898-17c7ff04ffac,A,7,NA,A,7,NA
141141_240_6.107,141141,6,240,107,ACERUB,40,6,P,NA,NA,NA,A,7,NA,3b66b7ae-a6a2-4ea3-8268-9426803b7d2d,aff97631-4605-49e0-8319-61e292c4b5bd,A,7,NA,CFS,NA,NA
171421_240_6.101,171421,6,240,101,ACERUB,40,30,P,NA,NA,NA,A,7,NA,e0ad4f49-2ced-4641-a84b-4ed8d494be43,18e08c2e-e992-4d33-89b2-d117cb7eff62,A,7,NA,A,6.5,Top broke off
200264_240_6.102,200264,6,240,102,ACERUB,40,50,P,NA,NA,NA,A,7,Miss ‘21,72887824-918d-4ba8-8f2a-a4675c77286c,894161d9-b923-40fc-9ba2-4f47587b6780,A,7,Miss ‘21,A,7,NA
040979_0_6.108,40979,6,0,108,BETSP,40,65,P,NA,NA,NA,A,7,Betsp,4cb250f6-0aff-4668-ab99-36e15912ab20,5f7f8eca-73ca-41c1-9a62-1b931231f302,A,7,Betsp,A,8,NA
101052_0_6.101,101052,6,0,101,PINSTR,40,70,P,NA,NA,NA,A,7,NA,ddf19440-fc44-4e29-abdc-99e456c84ebb,33a0a376-8ee3-46f2-af03-8f1ebecf49c1,A,7,NA,A,10,NA
061110_120_2.48,61110,2,120,48,ACERUB,39,24,A,7,NA,1b81443d-2004-42a5-ab04-a20c4ed57414,A,7,NA,0c854d8f-5e65-4923-a9d4-4dac58b33f55,5119efaa-3555-4645-82f5-60b5cb35703d,A,7,NA,A,10.5,NA
091455_0_2.73,91455,2,0,73,ACERUB,39,6,A,7,NA,cd376429-9fae-45dd-8657-7f1884eb7b6f,A,7,NA,21e31bc1-6312-4af8-9147-d6b0d2d3d9b6,35d29645-c508-4a48-943a-666770853aec,A,7,NA,A,5.5,Clipped
201215_120_6.29,201215,6,120,29,ACERUB,39,65,A,6,NA,e8077cc5-5fdd-459f-84c5-4be716a1ec08,A,7,NA,7c6dbdb8-3d45-4d54-b4b7-3892d244443e,1bba37dd-175f-4937-b54f-fbe190200655,A,7,NA,A,8.5,NA
040979_0_2.15,40979,2,0,15,ACERUB,38,22,A,5,NA,e439149e-339b-4a21-988e-790430c6c673,A,7,NA,e9813224-9b08-4206-ab72-d5684c175848,502a0fa0-2651-4655-a5b4-7e443eee9066,A,7,NA,D,NA,NA
"072196_0_2.15,1",72196,2,0,"15,1",ACERUB,38,30,A,6,NA,a7064cdb-cf0e-474e-8724-da8f17484b12,A,7,NA,f13e70cb-9a7b-40c7-887b-5bce813d2b07,60020b5f-0253-41b5-9dd9-6fac7e2f8da3,A,7,NA,D,NA,NA
091455_0_2.88,91455,2,0,88,ACERUB,38,89,A,5,NA,cd376429-9fae-45dd-8657-7f1884eb7b6f,A,7,NA,21e31bc1-6312-4af8-9147-d6b0d2d3d9b6,35d29645-c508-4a48-943a-666770853aec,A,7,NA,A,7.5,NA
151940_0_2.51,151940,2,0,51,ACERUB,38,20,A,7,NA,febd21e7-65a4-4ddf-9c83-8b7ec6413ee5,A,7,NA,8d82773e-5d98-4109-9d00-ad5da665381a,fe7823e2-a0e1-46c3-a050-642732be3739,A,7,NA,CFS,NA,NA
311774_0_6.102,311774,6,0,102,ACERUB,38,58,P,NA,NA,NA,A,7,NA,ec5f3cc0-3fb7-465b-84d0-a68c4e376d95,ecbe4a09-6335-47bf-b4d0-415661687073,A,7,NA,A,6.5,NA
091128_0_6.49,91128,6,0,49,ACERUB,37,10,A,6,NA,3ce0b620-0637-454a-a1d9-94dbc6dd301f,A,7,NA,32437ce6-100a-4a0a-af9c-ed77b8c0b96a,d4d361d4-142e-4b87-9852-55de8fa93c9f,A,7,NA,A,7,NA
"072196_0_2.67,1",72196,2,0,"67,1",ACERUB,35,52,A,6,NA,a7064cdb-cf0e-474e-8724-da8f17484b12,A,7,Other,f13e70cb-9a7b-40c7-887b-5bce813d2b07,60020b5f-0253-41b5-9dd9-6fac7e2f8da3,A,6.5,NA,A,8,NA
031421_120_2.6,31421,2,120,6,ACERUB,35,52,A,7,NA,e41dd682-84bc-4b4b-a9e2-e442afef21df,A,7,NA,edf16e04-b148-40a5-a66a-bb7ff75a6146,77aa4e4f-1091-436e-96fd-af1e7bae55fc,A,7,NA,A,8,NA
070864_240_6.2,70864,6,240,2,ACERUB,35,3,A,6,NA,333675e0-b5ee-47bd-8194-4efb784bfb31,A,7,NA,d8af8a78-0c61-41f0-8d3c-38d0c69351eb,b3b2b9f6-8a12-40bd-84f3-4f4a90ea86d8,A,7,NA,CFS,NA,NA
070864_240_6.99,70864,6,240,99,ACERUB,35,44,A,6,NA,333675e0-b5ee-47bd-8194-4efb784bfb31,A,7,NA,d8af8a78-0c61-41f0-8d3c-38d0c69351eb,b3b2b9f6-8a12-40bd-84f3-4f4a90ea86d8,A,7,NA,A,7.5,NA
072196_0_2.69,72196,2,0,69,ACERUB,35,60,A,6,NA,a7064cdb-cf0e-474e-8724-da8f17484b12,A,7,NA,f13e70cb-9a7b-40c7-887b-5bce813d2b07,60020b5f-0253-41b5-9dd9-6fac7e2f8da3,A,7,NA,A,8,NA
080956_120_6.61,80956,6,120,61,ACERUB,35,25,A,7,NA,9e63f0f3-4316-4217-b4d6-bdab3520dcc4,A,7,NA,c21c8168-9dca-4447-8c02-02b7f894921a,e6c3385c-4372-448f-8945-02900c7b2b2c,A,7,NA,D,NA,NA
291578_240_2.46,291578,2,240,46,ACERUB,35,68,A,6,NA,5adea748-9b39-44be-a75c-58922a327493,A,7,NA,95d86f85-a6bc-4c50-ba0b-cce5d1179742,547ffdee-9c45-4323-804d-bcf462231d79,A,7,NA,A,9,NA
321216_0_2.57,321216,2,0,57,ACERUB,35,9,A,5,NA,eaf853bb-8d12-4c57-b5cd-38d9f8ce7d58,A,7,NA,7b212da7-cacf-4be6-ab50-c0b185397c92,48226cbe-5639-41ad-92c9-d4e6388b87f1,A,7,NA,A,8,NA
031421_240_6.107,31421,6,240,107,PINSTR,35,89,P,NA,NA,NA,A,7,For sure recruit,deae31ca-8aa3-46a5-a4bf-3eeadb19fe2c,d696046c-6c90-4841-b99d-2460bc124795,A,7,For sure recruit,A,9.5,NA
020782_0_2.41,20782,2,0,41,ACERUB,34,52,A,5,NA,7943a28d-e071-453d-96a9-dab9e43e5922,A,7,NA,e77cfa46-a4b1-4660-9f18-d49d59510f14,3ea84760-a391-4dcc-a3e7-e1dc9086e0a7,A,7,NA,A,7.5,NA
101052_120_2.108,101052,2,120,108,PINSTR,34,4,P,NA,NA,NA,A,7,NA,05066295-45e7-428a-99e3-5372ffe2fcb6,8f064888-c88c-470e-ac2b-768489cf93af,A,7,NA,A,8.5,NA
091455_0_2.86,91455,2,0,86,ACERUB,33,47,A,5,NA,cd376429-9fae-45dd-8657-7f1884eb7b6f,A,7,NA,21e31bc1-6312-4af8-9147-d6b0d2d3d9b6,35d29645-c508-4a48-943a-666770853aec,A,7,NA,A,7,NA
140286_120_6.40,140286,6,120,40,ACERUB,33,20,A,6,NA,860ec2c4-ff66-4dbd-a841-804c859558dc,A,7,NA,18348cc4-a94a-47b9-9c6e-deb67e1c35f1,35dd16f5-989b-4a0b-8e87-f6a404e6d184,A,7,NA,A,7,NA
260982_120_2.24,260982,2,120,24,ACERUB,33,70,A,6,NA,63ce88ff-1189-4527-95ab-16dcc83ee0bb,A,7,NA,170cf97a-9d9d-4fe0-b9ed-84068da8a21d,ad3923d6-e574-470f-b793-49e221f488a4,A,7,NA,A,7,NA
072007_120_2.29,72007,2,120,29,ACERUB,32,57,A,6,NA,a61b37ea-c5c6-464b-9278-8f838f51f0c8,A,7,NA,42c53222-121c-4117-a0cb-ddd76905e6ac,bfb350ad-6e87-467a-bc96-36586797607e,A,7,NA,A,8,NA
072196_0_6.27,72196,6,0,27,ACERUB,32,31,A,7,NA,6b0c62d4-d627-4f73-810d-ea72b4c32808,A,7,NA,8a0fb64b-77ef-45cb-9e02-c7bbad8086e0,8dda11c7-4547-4420-a87a-ec2324836d80,A,7,NA,A,7,NA
081561_0_2.6,81561,2,0,6,ACERUB,32,82,A,6,NA,2ef49d0a-6da4-4916-be66-7ea55046ef1b,A,7,NA,af0ef723-ca93-4034-8f23-8c1f7312cc29,799c5432-ec1f-4497-a56b-af14903f9534,A,7,NA,A,6.5,NA
101052_120_2.86,101052,2,120,86,ACERUB,32,41,A,4,NA,7c02494d-8de9-4d40-8903-9a81e7ecc225,A,7,NA,05066295-45e7-428a-99e3-5372ffe2fcb6,8f064888-c88c-470e-ac2b-768489cf93af,A,7,NA,D,NA,NA
241665_120_2.17,241665,2,120,17,ACERUB,32,72,A,6,NA,0c9bb0ab-62c3-4c5b-a79d-04f51b489fa8,A,7,NA,188164fe-cb82-4ef3-aef0-35cd8f5dae14,25193b41-13ed-4d55-b110-7bbeb4d150b7,A,7,NA,A,9,NA
101052_120_2.106,101052,2,120,106,NYSSLY,32,45,P,NA,NA,NA,A,7,NA,05066295-45e7-428a-99e3-5372ffe2fcb6,8f064888-c88c-470e-ac2b-768489cf93af,A,7,NA,A,11.5,NA
031421_120_6.50,31421,6,120,50,ACERUB,31,9,A,5,NA,e2e4caa3-4d91-45a1-ae22-3b36c072213f,A,7,NA,8784e690-a7cb-4dda-ad60-7a63a89ca3b0,265a56d3-f906-48f5-8709-164978c678e9,A,7,NA,A,8,NA
051094_120_2.23,51094,2,120,23,ACERUB,31,70,A,6,NA,c4704278-4e80-4177-94c4-d3b78f658e80,A,7,NA,5261074a-cd12-4a78-9728-da40a1a01dec,70dae04c-f7bc-4b76-9879-4fc0ff937844,A,7,NA,A,11,NA
070864_240_2.41,70864,2,240,41,ACERUB,31,58,A,5,NA,74e0837e-16e5-4390-b92e-b7053693effe,A,7,NA,96b5e863-990e-435f-8d12-d85540f7cec2,c6c58a6a-b7ed-4e5e-ae8f-3318fb3c8a4e,A,7,NA,A,8,NA
072007_120_2.73,72007,2,120,73,ACERUB,31,12,A,7,NA,a61b37ea-c5c6-464b-9278-8f838f51f0c8,A,7,NA,42c53222-121c-4117-a0cb-ddd76905e6ac,bfb350ad-6e87-467a-bc96-36586797607e,A,7,NA,A,7.5,NA
091128_240_2.55,91128,2,240,55,ACERUB,31,40,A,6,NA,c76fe36f-2609-40f4-b0f7-e79e2b814b8d,A,7,NA,b502635d-8a39-4284-8b7a-e36813fcbb23,9281609b-2c2f-458f-8155-0486c4353528,A,7,NA,A,7,NA
021048_240_2.104,21048,2,240,104,ACERUB,30,95,P,NA,NA,NA,A,7,Miss ‘21,6a7c1f44-8602-4cbb-97b3-5056e1203cf7,18fea805-b56a-4a15-90f1-f72ae6d31a0d,A,7,Miss ‘21,A,10,NA
031421_120_6.62,31421,6,120,62,ACERUB,30,18,A,5,NA,e2e4caa3-4d91-45a1-ae22-3b36c072213f,A,7,NA,8784e690-a7cb-4dda-ad60-7a63a89ca3b0,265a56d3-f906-48f5-8709-164978c678e9,A,7,NA,A,8.5,NA
091128_240_6.63,91128,6,240,63,ACERUB,30,95,A,5,NA,f8fd0b98-4351-451c-9a82-211f76ce8b22,A,7,NA,6d0f49b7-205f-4a1c-ab0d-1fe6b937f33f,b14be716-3eaa-49dc-963d-49fd0e619118,A,7,NA,A,7,NA
091128_240_6.85,91128,6,240,85,ACERUB,30,13,A,5,NA,f8fd0b98-4351-451c-9a82-211f76ce8b22,A,7,NA,6d0f49b7-205f-4a1c-ab0d-1fe6b937f33f,b14be716-3eaa-49dc-963d-49fd0e619118,A,7,NA,A,8,NA
291578_120_6.5,291578,6,120,5,ACERUB,30,60,A,5,NA,ec691453-5cae-43b4-9063-2a969be070cc,A,7,NA,17f37c19-d5db-402e-82df-ffef17142ff3,6eef4da1-ce43-466b-899f-03048d20bf8e,A,7,NA,A,8,NA
072196_0_2.60,72196,2,0,60,NYSSYL,30,37,A,4,nyssa,a7064cdb-cf0e-474e-8724-da8f17484b12,A,7,NA,f13e70cb-9a7b-40c7-887b-5bce813d2b07,60020b5f-0253-41b5-9dd9-6fac7e2f8da3,A,7,NA,D,NA,"Not sure alive or dead, put pulled"
051094_0_2.147,51094,2,0,147,PINSTR,30,29,P,NA,NA,NA,A,7,NA,4fe1c4c3-da4f-437a-9e7d-e2443254922f,903cb34f-3a4a-4b35-83bf-533c36bbd1c5,A,7,NA,A,8,NA
070864_120_2.105,70864,2,120,105,PINSTR,30,35,P,NA,NA,NA,A,7,NA,31d53d2d-0a34-4881-a449-2541f03fc843,442466b7-44bb-41cb-865e-452e7d4222c7,A,7,NA,A,9,NA
070864_120_6.101,70864,6,120,101,PINSTR,30,5,P,NA,NA,NA,A,7,NA,4d5c2faf-0475-48f7-ae4a-5ad8607408ff,33e75a3a-7c4a-4658-a01d-4580936dea8a,A,7,NA,A,8,NA
070864_240_6.108,70864,6,240,108,PINSTR,30,21,P,NA,NA,NA,A,7,NA,d8af8a78-0c61-41f0-8d3c-38d0c69351eb,b3b2b9f6-8a12-40bd-84f3-4f4a90ea86d8,A,7,NA,A,9,NA
080546_120_2.102,80546,2,120,102,PINSTR,30,95,P,NA,NA,NA,A,7,NA,696ca72c-50ee-4743-bf2b-1b8a49e00281,bf8b4a97-1274-4364-8496-eff9fd8123ff,A,7,NA,A,8.5,NA
291362_120_6.18,291362,6,120,18,PINSTR,30,62,A,4,Pinust,f1bdbc74-2806-4bfa-819a-63dbb43dd463,A,7,NA,54af5a21-0fda-4022-a4c9-a8145d182945,e55f806e-4978-4988-a7ed-e10085b8ed4d,A,7,NA,CFS,NA,NA
061110_120_6.29,61110,6,120,29,ACERUB,29,71,A,5,NA,0992e00d-fdba-46df-bb9b-fe1822c5936f,A,7,NA,a463638e-5ee6-48c1-95b9-78d17feb2e12,1104023f-5540-43b2-8915-f4d3e60d63be,A,7,NA,A,10,NA
091455_240_6.22,91455,6,240,22,ACERUB,29,54,A,4,NA,ad833ee8-1b30-4c81-b985-8d62c988badc,A,7,NA,5bbc97ce-3d42-4d7c-a22f-d1487e7b51b6,6e7a61aa-c953-4a4f-a361-f01d81ec9c02,A,7,NA,A,9.5,NA
120313_0_6.60,120313,6,0,60,ACERUB,29,97,A,6,NA,85f3870b-0207-4d8a-ace6-37acbccbe914,A,7,NA,8196871e-9fd2-44f9-9bc1-07efd8a0526f,384370f5-d4a2-4772-bdaa-25005ba104f2,A,7,NA,A,7.5,NA
140286_120_2.4,140286,2,120,4,ACERUB,29,24,A,6,NA,d23b898c-7806-425e-9b40-ab359c222ff5,A,7,NA,1369a2af-574c-4f46-86e4-b29080eda188,6f5d2135-0f84-427b-976e-15c306e5e1a4,A,7,NA,CFS,NA,NA
